1.000000,21.000000,21.000000,21.000000,20.999998,21.000000,21.000000,21.000000,21.000000,21.000000,21.000000,21.000000,21.000000,21.000000,20.049372,19.000000,19.000000,19.000000,9.057907,9.000000,32.013527,229.000000,229.000000,1021.266174,1484.000000,1582.545898,1696.000000,1262.423096,892.000000,271.300812,94.292633,8.000000,13.501011,16.367159,18.648869,21.175276,24.000000,27.900805,31.828127,37.238789,34.227821,35.180916,727.010986,7787.238281,3933.891846,343.014679,73.559258,100.931625,91.580902,90.218208,87.221291,157.918747,4564.487305,244.582687,19.156246,19.334534,34.968487,71.251564,2192.057373,24.941284,22.431450,28.383249,1315.455811,90.673378,20.822613,139.327606,712.297424,20.391193,460.428864,302.503479,15.824944,844.292053,22.148830,737.283997,19.210806,659.208984,18.303856,602.133057,402.254700,42.344196,517.125305,480.084564,435.668213,184.551208,178.526138,260.424103,392.043427,236.413513,
11.000000,11.000000,11.000000,11.000000,10.349316,10.000000,10.000000,10.000000,10.000000,10.000000,10.823215,11.000000,11.000000,11.000000,11.000000,11.000000,11.000000,11.000000,4.040534,4.000000,28.687235,240.000000,240.000000,994.388916,1435.000000,1434.070312,1433.000000,1100.267456,816.000000,265.250061,101.161095,1.000000,7.286870,9.455720,10.432579,12.116851,14.000000,18.876007,22.828127,31.930609,31.449345,35.175613,735.517761,7717.425781,3728.015625,291.665375,78.598763,110.184166,103.522980,99.876053,96.565437,162.928558,4772.064453,286.184479,30.332850,27.530130,45.562229,79.676758,2414.917480,30.119070,30.918224,39.086617,1455.594849,96.702507,31.192755,144.038757,845.952026,31.576565,480.566376,336.372894,30.206711,951.443420,29.243904,838.479553,26.475420,749.397644,32.364445,680.221619,474.911377,54.762096,580.192322,553.092773,504.685089,198.685974,190.605667,315.714081,446.172760,281.839355,
11.000000,11.000000,11.000000,11.000000,12.301368,13.000000,13.000000,13.000000,13.000000,13.000000,14.646432,15.000000,15.000000,15.000000,14.524686,14.000000,14.000000,14.000000,7.040535,7.000000,29.385883,221.000000,221.000000,948.874878,1374.000000,1295.442261,1205.000000,946.148132,725.000000,246.611389,101.079216,4.000000,7.143435,8.000000,8.865158,12.175277,15.000000,19.876005,25.742189,34.202522,34.227821,35.579857,688.851318,7571.300293,3606.354492,220.673096,79.440742,113.247604,104.360313,100.407143,96.010597,157.430054,4919.397461,316.238892,26.097528,25.262119,41.880901,73.308098,2577.254639,24.362808,26.649258,34.934231,1549.787598,91.856247,26.051077,140.324585,939.955688,24.370741,476.779480,355.036652,27.044380,1021.454102,24.202589,901.409180,23.578602,807.369934,27.283354,729.266113,514.740295,48.664429,627.189880,592.092773,540.631836,205.271683,198.015335,348.834015,480.231018,308.052246,
21.000000,21.000000,21.000000,21.000000,22.301367,23.000000,23.000000,23.000000,23.000000,23.000000,23.000000,23.000000,23.000000,23.000000,22.049372,21.000000,21.000000,21.000000,8.075278,8.000000,26.829248,188.000000,188.000000,985.316467,1451.000000,1624.384888,1824.000000,1323.013794,895.000000,255.808487,79.342300,10.000000,15.501012,18.367161,20.648869,23.175276,26.000000,27.950403,33.742188,42.758442,40.449345,35.000000,621.783020,7595.135742,4185.845215,354.022949,71.598763,99.194199,93.552025,89.728569,87.640831,141.214783,4476.239258,224.249786,14.844205,14.417174,30.562080,64.405334,2101.158447,19.208878,12.973548,23.078470,1250.491089,78.164276,11.653493,122.664284,671.426392,14.293396,426.047058,276.544678,12.482684,790.281433,16.107513,688.195435,16.210806,617.208984,16.364443,560.177124,372.393188,40.255169,482.125305,449.084564,405.614960,175.277267,166.096054,243.820023,361.838928,219.026367,
11.000000,11.000000,11.000000,11.000000,11.650683,12.000000,12.000000,12.000000,12.000000,12.000000,13.646431,14.000000,14.000000,14.000000,14.000000,14.000000,14.000000,14.000000,7.040535,7.000000,28.025993,208.000000,208.000000,906.835632,1315.000000,1150.911865,962.000000,802.374695,666.000000,226.204071,93.063103,6.000000,9.143435,10.455720,11.216290,12.116851,14.000000,17.900806,23.742191,34.190434,34.449345,34.984097,635.066162,7411.885742,3559.297607,204.486649,80.197525,115.892715,109.360138,103.205627,97.849266,143.652847,5029.452148,312.940765,36.409569,30.179478,48.562229,72.417717,2696.666748,28.110434,37.187191,40.321075,1614.003540,87.804169,36.275089,132.038757,1008.085938,35.630577,472.939331,370.798950,31.448053,1064.454102,34.243904,938.479553,33.421612,838.390320,33.587208,766.354736,547.138550,50.700043,657.251892,617.128235,569.535095,202.580994,191.225006,371.740204,502.216125,333.232910,
16.000000,16.000000,16.000000,16.000000,14.698631,14.000000,14.000000,14.000000,14.000000,14.000000,16.469646,17.000000,17.000000,17.000000,16.049372,15.000000,15.000000,15.000000,2.075279,2.000000,18.632504,161.000000,161.000000,962.104248,1430.000000,1681.477905,1971.000000,1404.222290,920.000000,245.431839,62.867126,2.000000,9.858588,13.367159,15.216289,16.233702,20.000000,24.876007,26.914063,34.462349,36.563255,36.776676,536.436401,7438.517090,4442.760254,397.116974,75.920990,108.918488,99.092560,96.247078,98.713959,123.872589,4349.960938,192.539001,23.256128,23.251890,43.749493,62.990494,1957.213013,24.935671,25.460323,34.781841,1151.762451,74.933098,24.909403,114.760773,596.196106,21.468538,405.765503,245.760300,24.004873,706.443420,24.243904,618.497803,20.578602,549.342163,23.202263,494.221649,337.154480,42.299416,423.189850,402.092773,365.578613,163.848694,147.064926,213.165756,321.597839,190.348907,
21.000000,21.000000,21.000000,21.000000,21.650682,22.000000,22.000000,22.000000,22.000000,22.000000,22.823217,23.000000,23.000000,23.000000,21.574059,20.000000,20.000000,20.000000,14.034744,14.000000,28.331150,151.000000,151.000000,933.796875,1391.000000,1620.165649,1884.000000,1343.646729,882.000000,237.180374,64.162430,11.000000,14.143435,16.367159,18.648869,21.116852,23.000000,27.876007,31.828127,40.000134,41.012596,22.212725,503.272034,7304.179199,4436.607910,373.051514,72.881485,101.209930,92.255402,89.288528,88.703011,133.317444,4435.713379,223.239914,16.291683,15.056294,32.155750,58.860264,2072.055176,16.832043,16.053579,23.324673,1231.700928,70.968246,15.566706,106.715553,678.385132,14.293396,393.552765,259.246948,12.623108,767.292053,19.148829,668.302307,16.313988,595.208984,19.303856,546.177551,371.585236,39.255035,464.188599,435.120087,396.598083,163.409302,150.583206,247.159241,354.634369,220.419891,
17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,17.000000,9.046326,9.000000,22.494295,138.000000,138.000000,843.779785,1256.000000,1355.475586,1470.000000,1061.769043,713.000000,200.842773,60.621487,9.000000,12.929295,14.455720,15.432578,17.116852,19.000000,21.925604,26.785158,35.293163,35.892387,28.808483,441.906982,7024.481445,4224.162598,312.795746,74.677773,109.674751,101.063690,96.967102,94.479507,115.730568,4750.553711,304.014618,30.294489,25.576565,41.924732,59.315189,2469.241699,24.579668,28.700417,32.863911,1449.986328,72.941933,28.964291,106.997513,903.915771,29.543005,411.767181,323.052521,26.206711,940.443420,29.202589,823.390930,28.367798,740.271912,25.425030,675.265747,483.308289,39.521988,580.189880,543.106445,502.455200,174.898636,166.002502,328.689087,440.832855,297.129608,
9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.475314,10.000000,10.000000,10.000000,2.046325,2.000000,16.644970,142.000000,142.000000,837.679138,1244.000000,1336.038086,1442.000000,1039.701050,696.000000,201.531097,62.867126,2.000000,6.715153,8.455720,9.216290,10.175277,13.000000,16.900805,21.785158,29.755377,29.892387,27.196819,447.518860,7012.935059,4201.265137,306.140625,80.677773,114.203003,105.441551,100.436012,96.799896,115.573463,4771.360352,311.594788,33.606529,29.179478,47.837147,61.616352,2491.424805,26.481655,35.027130,38.403141,1464.491821,76.301079,32.192753,107.472343,917.085999,32.576565,417.161316,327.049286,29.347136,949.454102,32.285217,835.586365,31.578602,748.397644,30.425030,680.265747,492.308289,43.610886,584.191101,552.106445,511.508453,179.082077,168.187454,332.638916,443.820007,298.129608,
9.000000,9.000000,9.000000,9.000000,10.952052,12.000000,12.000000,12.000000,12.000000,12.000000,13.646431,14.000000,14.000000,14.000000,14.475314,15.000000,15.000000,15.000000,6.052116,6.000000,17.715977,118.000000,118.000000,710.779297,1057.000000,868.275391,651.000000,513.484924,396.000000,143.539459,63.867126,3.000000,3.785859,4.000000,4.648868,7.233703,11.000000,15.876006,21.742191,31.009159,33.113911,25.212725,366.765747,6620.548340,3952.127441,250.363983,74.756783,111.184166,102.034813,95.267807,89.208481,98.745636,5081.506348,353.283752,30.332850,24.901237,39.649815,49.763927,2850.399170,15.868096,28.729288,34.016300,1663.310303,69.482834,28.936846,95.614784,1115.371216,27.434978,423.509705,376.076416,23.824944,1099.422119,28.243904,968.497803,26.524792,867.334778,27.425030,788.265747,580.117493,36.797844,677.191101,635.106445,595.348694,187.160522,178.044388,404.061890,522.029297,363.019989,
